galaxy,n_points,mode,scaling,exact_match_pct,rmse_km_s,rmse_newton_km_s,bit0_acc,bit1_acc,bit2_acc,bit3_acc,bit4_acc,bit5_acc,bit6_acc,bit7_acc
UGCA281,7,max-latch,m33,0.0,12.02,6.73,85.71,28.57,28.57,57.14,85.71,14.29,42.86,100.0
UGCA281,7,hybrid,m33,0.0,15.15,6.73,85.71,28.57,28.57,57.14,85.71,14.29,85.71,100.0
UGCA442,8,macros,m33,0.0,32.78,26.1,50.0,62.5,25.0,62.5,87.5,37.5,25.0,100.0
UGCA442,8,highbits,m33,0.0,30.23,26.1,50.0,37.5,37.5,62.5,37.5,50.0,25.0,100.0
UGCA442,8,max-latch,m33,0.0,20.48,26.1,62.5,50.0,37.5,37.5,12.5,50.0,100.0,100.0
UGCA442,8,hybrid,m33,0.0,28.95,26.1,62.5,50.0,37.5,37.5,12.5,50.0,25.0,100.0
UGCA444,36,macros,m33,2.78,19.43,14.06,52.78,52.78,47.22,61.11,47.22,30.56,69.44,100.0
UGCA444,36,highbits,m33,8.33,14.04,14.06,63.89,47.22,55.56,58.33,77.78,94.44,69.44,100.0
UGCA444,36,max-latch,m33,11.11,16.01,14.06,55.56,50.0,50.0,58.33,77.78,94.44,97.22,100.0
UGCA444,36,hybrid,m33,8.33,13.94,14.06,55.56,50.0,50.0,58.33,77.78,94.44,69.44,100.0
